,movie_name,num_ratings,avg_rating
145,Bedknobs and Broomsticks (1971),57,3.0701754385964914
757,"Island of Dr. Moreau, The (1996)",57,2.1578947368421053
1509,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",57,2.8947368421052633
1248,Robin Hood: Men in Tights (1993),56,2.5892857142857144
687,His Girl Friday (1940),56,4.0
283,"Celluloid Closet, The (1995)",56,3.892857142857143
183,Black Sheep (1996),55,2.6363636363636362
885,Looking for Richard (1996),55,3.727272727272727
1450,Tales from the Crypt Presents: Bordello of Blood (1996),55,2.6363636363636362
89,"Apostle, The (1997)",55,3.6545454545454548
925,Mallrats (1995),54,3.4444444444444446
21,Addicted to Love (1997),54,3.1666666666666665
1299,Serial Mom (1994),54,2.814814814814815
1078,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",54,3.5555555555555554
266,Carlito's Way (1993),54,3.4074074074074074
93,"Aristocats, The (1970)",54,3.1296296296296298
385,Days of Thunder (1990),53,2.7169811320754715
536,Flubber (1997),53,2.7547169811320753
826,Koyaanisqatsi (1983),53,3.490566037735849
126,Barcelona (1994),53,3.018867924528302
862,"Life Less Ordinary, A (1997)",53,3.0754716981132075
1318,She's So Lovely (1997),53,2.7358490566037736
63,"Amityville Horror, The (1979)",53,2.5660377358490565
841,Last Man Standing (1996),53,2.660377358490566
275,Casper (1995),52,3.076923076923077
477,Excess Baggage (1997),52,2.5384615384615383
1082,Notorious (1946),52,4.115384615384615
928,"Man Who Knew Too Little, The (1997)",52,2.923076923076923
1221,Red Rock West (1992),52,3.5961538461538463
952,"MatchMaker, The (1997)",51,3.176470588235294
1159,Pocahontas (1995),51,2.5294117647058822
601,Giant (1956),51,3.7450980392156863
1499,Tin Men (1987),51,3.0784313725490198
1528,Trees Lounge (1996),50,3.24
58,"American in Paris, An (1951)",50,3.7
896,"Love Bug, The (1969)",50,2.78
35,Akira (1988),50,3.38
1138,"Perfect World, A (1993)",50,3.68
1097,Once Upon a Time in America (1984),50,3.4
1653,Wyatt Earp (1994),50,3.1
1502,To Catch a Thief (1955),50,4.02
966,Menace II Society (1993),50,3.46
638,"Great White Hype, The (1996)",49,2.7551020408163267
1478,Thinner (1996),49,2.4489795918367347
999,Mortal Kombat (1995),49,2.877551020408163
810,Kids (1995),49,3.061224489795918
146,Before Sunrise (1995),49,3.4081632653061225
244,Bulletproof (1996),49,3.204081632653061
1424,"Substitute, The (1996)",49,2.693877551020408
1252,Rocket Man (1997),49,2.4081632653061225
1347,Smilla's Sense of Snow (1997),48,3.1666666666666665
237,"Bronx Tale, A (1993)",48,3.7916666666666665
210,Booty Call (1997),48,2.1666666666666665
1169,Powder (1995),48,3.2083333333333335
161,Beverly Hills Ninja (1997),48,2.3125
1198,"Quick and the Dead, The (1995)",48,3.2083333333333335
277,Cat People (1982),48,2.8958333333333335
609,"Glimmer Man, The (1996)",48,2.75
1560,Under Siege 2: Dark Territory (1995),48,2.4583333333333335
914,Mad City (1997),47,3.25531914893617
1571,Up in Smoke (1978),47,3.25531914893617
1590,Waiting for Guffman (1996),47,4.127659574468085
1425,Sudden Death (1995),47,2.723404255319149
1440,Swimming with Sharks (1995),47,3.574468085106383
376,Dangerous Minds (1995),47,3.3404255319148937
634,"Great Dictator, The (1940)",46,4.021739130434782
758,It Could Happen to You (1994),46,3.652173913043478
1127,"Paris, Texas (1984)",46,3.5434782608695654
924,Malice (1993),46,3.1739130434782608
1641,With Honors (1994),46,3.0652173913043477
496,Farewell My Concubine (1993),46,3.9782608695652173
187,"Blob, The (1958)",46,2.717391304347826
1314,Shall We Dance? (1996),46,4.260869565217392
1287,Screamers (1995),46,2.652173913043478
1074,Nobody's Fool (1994),46,3.608695652173913
231,Bride of Frankenstein (1935),46,3.608695652173913
427,"Doors, The (1991)",46,2.9782608695652173
795,Junior (1994),45,3.022222222222222
1614,What's Love Got to Do with It (1993),45,3.488888888888889
1371,Species (1995),45,2.8666666666666667
1309,"Shadow, The (1994)",45,2.888888888888889
197,Blue in the Face (1995),45,3.1777777777777776
783,Joe's Apartment (1996),45,2.2444444444444445
492,"Family Thing, A (1996)",45,3.5555555555555554
304,Citizen Ruth (1996),45,3.6222222222222222
306,City Slickers II: The Legend of Curly's Gold (1994),44,2.5454545454545454
1617,When We Were Kings (1996),44,4.045454545454546
1505,To Gillian on Her 37th Birthday (1996),44,3.0681818181818183
211,Bottle Rocket (1996),44,3.4545454545454546
1437,"Sweet Hereafter, The (1997)",44,3.772727272727273
1004,Mouse Hunt (1997),44,2.477272727272727
908,M (1931),44,4.0
1307,Shadow Conspiracy (1997),44,2.8636363636363638
1240,Ridicule (1996),44,3.7045454545454546
1139,Persuasion (1995),44,4.045454545454546
129,Basquiat (1996),44,3.25
521,Fire Down Below (1997),44,2.9318181818181817
854,Leave It to Beaver (1997),44,1.8409090909090908
1233,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",44,3.772727272727273
1057,Nick of Time (1995),44,3.0454545454545454
510,Fear (1996),44,3.159090909090909
1659,Young Guns II (1990),44,2.772727272727273
1227,Renaissance Man (1994),43,3.0
1449,Tales From the Crypt Presents: Demon Knight (1995),43,2.9767441860465116
1000,Mortal Kombat: Annihilation (1997),43,1.9534883720930232
290,"Chamber, The (1996)",43,3.0930232558139537
31,Air Bud (1997),43,2.558139534883721
1629,"Wild Bunch, The (1969)",43,4.023255813953488
597,"Ghost and Mrs. Muir, The (1947)",43,3.6511627906976742
1243,Rising Sun (1993),43,2.9069767441860463
994,Money Train (1995),43,2.511627906976744
1381,Spy Hard (1996),43,2.511627906976744
1141,Pete's Dragon (1977),43,2.7209302325581395
1158,Playing God (1997),43,2.627906976744186
561,Freeway (1996),42,3.357142857142857
170,"Big Lebowski, The (1998)",42,3.8333333333333335
828,Kundun (1997),42,3.6904761904761907
534,Flirting With Disaster (1996),42,3.6904761904761907
991,Moll Flanders (1996),42,3.5
331,Congo (1995),42,2.4523809523809526
898,Love Jones (1997),42,3.0952380952380953
785,Johnny Mnemonic (1995),41,2.6341463414634148
1376,Sphere (1998),41,2.926829268292683
1465,That Darn Cat! (1997),41,2.4634146341463414
1354,Some Folks Call It a Sling Blade (1993),41,4.2926829268292686
490,Fallen (1998),41,3.1463414634146343
1660,"Young Poisoner's Handbook, The (1995)",41,3.341463414634146
873,"Little Princess, A (1995)",41,3.658536585365854
101,"Associate, The (1996)",41,3.2439024390243905
330,Coneheads (1993),41,2.2195121951219514
1454,Tank Girl (1995),41,2.8536585365853657
4,187 (1997),41,3.024390243902439
602,Gigi (1958),41,3.658536585365854
1498,"Tin Drum, The (Blechtrommel, Die) (1979)",40,3.7
291,Charade (1963),40,3.925
1175,Priest (1994),40,4.0
452,Eddie (1996),40,2.7
128,"Basketball Diaries, The (1995)",40,3.425
420,Disclosure (1994),40,3.0
1120,"Paper, The (1994)",40,3.225
525,First Kid (1996),40,2.925
816,Killing Zoe (1994),40,3.475
659,Harriet the Spy (1996),40,2.7
656,Hard Target (1993),40,2.7
848,Laura (1944),40,4.1
1230,"Replacement Killers, The (1998)",39,3.3076923076923075
948,Mary Reilly (1996),39,2.8205128205128207
77,Angels in the Outfield (1994),39,2.923076923076923
342,"Corrina, Corrina (1994)",39,3.1538461538461537
563,French Twist (Gazon maudit) (1995),39,3.2051282051282053
746,"Indian in the Cupboard, The (1995)",39,2.8205128205128207
99,Assassins (1995),39,2.871794871794872
258,"Candidate, The (1972)",39,3.641025641025641
264,Career Girls (1997),39,3.2564102564102564
1618,When a Man Loves a Woman (1994),39,3.4871794871794872
1104,Only You (1994),39,3.1538461538461537
23,"Adventures of Pinocchio, The (1996)",39,3.051282051282051
790,Judge Dredd (1995),39,2.8974358974358974
1362,Son in Law (1993),39,2.4871794871794872
356,"Crow: City of Angels, The (1996)",39,1.9487179487179487
1442,Swiss Family Robinson (1960),39,3.358974358974359
69,Anaconda (1997),38,2.289473684210526
1586,Virtuosity (1995),38,2.736842105263158
592,Get on the Bus (1996),38,3.3157894736842106
10,8 1/2 (1963),38,3.8157894736842106
1374,Speed 2: Cruise Control (1997),38,2.1315789473684212
710,"Howling, The (1981)",38,3.026315789473684
1098,Once Upon a Time in the West (1969),38,3.8684210526315788
18,Ace Ventura: When Nature Calls (1995),37,2.675675675675676
1344,Sliver (1993),37,2.4054054054054053
979,Milk Money (1994),37,2.72972972972973
1254,Romeo Is Bleeding (1993),37,3.0
1482,"Thousand Acres, A (1997)",37,3.4054054054054053
724,I Shot Andy Warhol (1996),37,3.3783783783783785
152,Belle de jour (1967),37,3.945945945945946
175,Billy Madison (1995),37,3.081081081081081
969,Metro (1997),36,2.9166666666666665
1372,Speechless (1994),36,3.0833333333333335
1062,Night on Earth (1991),36,3.8333333333333335
432,Down by Law (1986),35,3.7714285714285714
1474,"Thin Blue Line, The (1988)",35,3.7714285714285714
583,Gaslight (1944),35,3.8857142857142857
1531,"Trigger Effect, The (1996)",35,3.2
424,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),35,2.7714285714285714
1611,Wes Craven's New Nightmare (1994),35,2.8
959,Mediterraneo (1991),34,3.676470588235294
1108,Orlando (1993),34,3.6176470588235294
778,Jeffrey (1995),34,3.5294117647058822
1602,Washington Square (1997),34,3.2941176470588234
529,Fled (1996),34,2.6470588235294117
1459,Terminal Velocity (1994),34,2.676470588235294
890,Lost Horizon (1937),34,3.9411764705882355
219,Boys on the Side (1995),34,3.1470588235294117
1520,Touch of Evil (1958),34,3.911764705882353
388,Dead Man (1995),34,3.823529411764706
1564,Unforgettable (1996),34,3.323529411764706
80,Anna Karenina (1997),33,3.090909090909091
316,Clockers (1995),33,3.0
1131,Paths of Glory (1957),33,4.212121212121212
558,Free Willy (1993),33,2.4545454545454546
648,Hackers (1995),33,2.606060606060606
1059,Night Falls on Manhattan (1997),32,3.375
482,Eye for an Eye (1996),32,3.03125
279,Cats Don't Dance (1997),32,2.84375
461,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",32,3.375
501,"Fast, Cheap & Out of Control (1997)",32,3.4375
1491,Tie Me Up! Tie Me Down! (1990),32,3.1875
224,Brassed Off (1996),32,3.9375
693,Homeward Bound II: Lost in San Francisco (1996),32,2.78125
1092,"Old Man and the Sea, The (1958)",32,3.34375
1525,"Transformers: The Movie, The (1986)",32,2.84375
515,Feeling Minnesota (1996),32,2.625
34,Airheads (1994),32,2.34375
1188,"Prophecy, The (1995)",32,2.9375
208,Boomerang (1992),32,2.8125
637,"Great Race, The (1965)",31,3.2903225806451615
531,"Flintstones, The (1994)",31,2.064516129032258
821,"Kiss Me, Guido (1997)",31,3.161290322580645
506,Fathers' Day (1997),31,2.5806451612903225
1490,Threesome (1994),31,2.838709677419355
1184,"Program, The (1993)",31,2.838709677419355
439,Drop Zone (1994),31,2.5483870967741935
1106,Operation Dumbo Drop (1995),31,2.5161290322580645
417,"Die xue shuang xiong (Killer, The) (1989)",31,3.967741935483871
176,Bio-Dome (1996),31,1.903225806451613
655,Hard Rain (1998),31,2.903225806451613
961,Meet Me in St. Louis (1944),31,3.3548387096774195
1496,Timecop (1994),31,3.096774193548387
1100,Once Were Warriors (1994),31,4.064516129032258
684,Higher Learning (1995),30,3.3333333333333335
466,Escape to Witch Mountain (1975),30,2.966666666666667
588,Georgia (1995),30,2.9
1312,"Shaggy Dog, The (1959)",30,3.0
1375,Spellbound (1945),30,3.933333333333333
124,Barb Wire (1996),30,1.9333333333333333
487,FairyTale: A True Story (1997),30,2.966666666666667
1036,My Own Private Idaho (1991),30,3.6333333333333333
730,If Lucy Fell (1996),29,2.7586206896551726
396,Deceiver (1997),29,2.8275862068965516
141,Beautiful Thing (1996),29,3.9655172413793105
600,Ghosts of Mississippi (1996),29,3.4827586206896552
1406,Stephen King's The Langoliers (1995),29,2.413793103448276
193,Blown Away (1994),29,2.7586206896551726
1542,Twelfth Night (1996),29,3.413793103448276
470,"Evening Star, The (1996)",29,2.9310344827586206
683,High School High (1996),29,2.6206896551724137
257,Canadian Bacon (1994),29,2.413793103448276
734,In Love and War (1996),28,3.4285714285714284
198,Blues Brothers 2000 (1998),28,2.8214285714285716
298,Chungking Express (1994),28,3.5714285714285716
1129,Passion Fish (1992),28,3.1785714285714284
160,Beverly Hills Cop III (1994),28,2.392857142857143
393,Death and the Maiden (1994),28,3.4285714285714284
1099,Once Upon a Time... When We Were Colored (1995),28,3.2857142857142856
800,Just Cause (1995),28,3.142857142857143
83,Another Stakeout (1993),28,2.5
354,"Crossing Guard, The (1995)",28,3.0
125,Barbarella (1968),28,2.5714285714285716
878,Living in Oblivion (1995),27,3.740740740740741
938,Manhattan Murder Mystery (1993),27,3.6296296296296298
1163,Pollyanna (1960),27,3.1481481481481484
669,Heaven's Prisoners (1996),27,2.5185185185185186
1368,Spanking the Monkey (1994),27,3.074074074074074
182,Black Beauty (1994),27,3.4444444444444446
560,Free Willy 3: The Rescue (1997),27,1.7407407407407407
1640,Wishmaster (1997),27,2.4444444444444446
1451,Tales from the Hood (1995),27,2.037037037037037
1124,Paris Is Burning (1990),27,3.814814814814815
1035,My Man Godfrey (1936),27,4.037037037037037
1575,Vanya on 42nd Street (1994),27,3.5925925925925926
918,Made in America (1993),27,2.5185185185185186
636,Great Expectations (1998),27,3.2222222222222223
480,Exotica (1994),27,3.5555555555555554
1197,"Quest, The (1996)",27,2.5185185185185186
904,Love! Valour! Compassion! (1997),26,3.6153846153846154
1431,Super Mario Bros. (1993),26,2.076923076923077
1070,Ninotchka (1939),26,3.769230769230769
147,Before and After (1996),26,2.8461538461538463
1316,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),26,3.576923076923077
1154,"Pillow Book, The (1995)",26,3.6923076923076925
565,Friday (1995),26,3.4615384615384617
26,"Affair to Remember, An (1957)",26,4.1923076923076925
740,In the Mouth of Madness (1995),26,2.8846153846153846
1594,Walkabout (1971),26,3.8461538461538463
1377,Spice World (1997),26,2.1153846153846154
1360,Something to Talk About (1995),26,2.769230769230769
37,Aladdin and the King of Thieves (1996),26,2.8461538461538463
599,Ghost in the Shell (Kokaku kidotai) (1995),26,3.6538461538461537
1166,"Portrait of a Lady, The (1996)",25,2.68
650,Halloween: The Curse of Michael Myers (1995),25,2.2
90,"Apple Dumpling Gang, The (1975)",25,2.84
703,House Arrest (1996),25,2.52
960,Meet John Doe (1941),25,3.92
1039,Naked (1993),25,3.24
791,Judgment Night (1993),25,2.68
604,Girl 6 (1996),25,2.76
1552,Two if by Sea (1996),25,2.6
1224,"Relic, The (1997)",25,2.88
806,Keys to Tulsa (1997),25,2.24
513,Fearless (1993),25,3.24
1346,"Smile Like Yours, A (1997)",25,2.88
434,Dracula: Dead and Loving It (1995),25,2.28
886,Lord of Illusions (1995),24,2.4166666666666665
246,Burnt By the Sun (1994),24,3.7083333333333335
706,"House of the Spirits, The (1993)",24,3.0416666666666665
707,Houseguest (1994),24,2.8333333333333335
582,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",24,3.9166666666666665
632,Grease 2 (1982),24,2.0
1196,"Queen Margot (Reine Margot, La) (1994)",24,3.5
361,"Cry, the Beloved Country (1995)",24,3.75
540,Fools Rush In (1997),24,3.0
1083,Now and Then (1995),24,3.4583333333333335
438,Drop Dead Fred (1991),24,2.75
973,Microcosmos: Le peuple de l'herbe (1996),24,3.75
1540,Turbulence (1997),23,2.5652173913043477
1529,Trial and Error (1997),23,2.5217391304347827
1010,Mr. Wrong (1996),23,2.3043478260869565
803,Kansas City (1996),23,2.260869565217391
1568,Until the End of the World (Bis ans Ende der Welt) (1991),23,2.8260869565217392
789,Jude (1996),23,3.0
286,Cemetery Man (Dellamorte Dellamore) (1994),23,2.869565217391304
755,Inventing the Abbotts (1997),23,3.130434782608696
1263,Ruby in Paradise (1993),23,3.130434782608696
877,Live Nude Girls (1995),23,3.0869565217391304
539,"Fog, The (1980)",23,2.739130434782609
1328,Showgirls (1995),23,1.9565217391304348
1585,Village of the Damned (1995),22,2.6818181818181817
1608,Welcome To Sarajevo (1997),22,3.3636363636363638
943,Marked for Death (1990),22,2.5
1003,Mother Night (1996),22,3.1818181818181817
430,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",22,3.6818181818181817
1116,"Pallbearer, The (1996)",22,2.3181818181818183
1567,Unstrung Heroes (1995),22,3.3181818181818183
1014,Mrs. Parker and the Vicious Circle (1994),22,3.272727272727273
1483,"Three Caballeros, The (1945)",22,3.272727272727273
802,Kama Sutra: A Tale of Love (1996),22,3.3181818181818183
204,Bogus (1996),22,2.5454545454545454
202,"Body Snatcher, The (1945)",22,3.5
869,Little Buddha (1993),22,3.3181818181818183
809,"Kid in King Arthur's Court, A (1995)",22,2.727272727272727
188,Blood & Wine (1997),22,2.8636363636363638
1015,Mrs. Winterbourne (1996),22,3.0454545454545454
1094,Oliver & Company (1988),22,2.772727272727273
574,"Funeral, The (1996)",21,2.4285714285714284
1028,My Family (1995),21,3.6666666666666665
849,Lawnmower Man 2: Beyond Cyberspace (1996),21,1.7142857142857142
575,Funny Face (1957),21,3.6666666666666665
1517,Top Hat (1935),21,4.0476190476190474
260,Candyman: Farewell to the Flesh (1995),21,2.4285714285714284
988,"Misérables, Les (1995)",21,3.619047619047619
708,How to Be a Player (1997),21,2.761904761904762
1557,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",21,3.761904761904762
761,It's My Party (1995),21,3.2857142857142856
81,Anne Frank Remembered (1995),21,3.857142857142857
1109,Oscar & Lucinda (1997),21,3.1904761904761907
1239,Richie Rich (1994),21,2.4285714285714284
159,"Beverly Hillbillies, The (1993)",20,2.25
745,Indian Summer (1996),20,3.25
649,Half Baked (1998),20,2.5
544,For Whom the Bell Tolls (1943),20,4.0
532,Flipper (1996),20,2.45
912,Ma vie en rose (My Life in Pink) (1997),20,3.45
1187,"Prophecy II, The (1998)",20,2.7
1370,"Specialist, The (1994)",20,2.25
822,Kiss of Death (1995),20,2.85
955,Maximum Risk (1996),20,2.8
624,"Goofy Movie, A (1995)",20,2.9
1121,Paradise Lost: The Child Murders at Robin Hood Hills (1996),20,4.05
67,Amos & Andrew (1993),19,2.6842105263157894
1112,Out to Sea (1997),19,2.6842105263157894
369,D3: The Mighty Ducks (1996),19,2.5789473684210527
503,Fatal Instinct (1993),19,2.6315789473684212
1389,Star Maps (1997),19,3.0526315789473686
1404,Steel (1997),19,2.1578947368421053
1464,That Darn Cat! (1965),19,2.473684210526316
1300,Set It Off (1996),19,3.4210526315789473
639,Gridlock'd (1997),19,3.210526315789474
1433,Surviving Picasso (1996),19,3.1052631578947367
1536,Trust (1990),19,3.789473684210526
185,Blink (1994),19,3.0
691,Home Alone 3 (1997),19,1.894736842105263
294,Children of the Corn: The Gathering (1996),19,1.3157894736842106
1625,Widows' Peak (1994),19,3.5789473684210527
923,Major Payne (1994),19,2.473684210526316
346,"Cowboy Way, The (1994)",19,2.210526315789474
114,Backbeat (1993),19,3.473684210526316
51,Amateur (1994),18,3.1666666666666665
100,"Assignment, The (1997)",18,3.5
28,Afterglow (1997),18,3.111111111111111
164,Beyond Rangoon (1995),18,3.0555555555555554
71,Andre (1994),18,3.111111111111111
1247,Robert A. Heinlein's The Puppet Masters (1994),18,3.0
391,Dead Presidents (1995),18,2.7222222222222223
194,"Blue Angel, The (Blaue Engel, Der) (1930)",18,3.7777777777777777
365,Cutthroat Island (1995),18,2.4444444444444446
1150,Picnic (1955),18,3.611111111111111
676,Hellraiser: Bloodline (1996),18,2.0
892,Lost in Space (1998),18,3.1666666666666665
875,"Little Rascals, The (1994)",18,2.7222222222222223
782,Jingle All the Way (1996),18,2.111111111111111
660,"Hate (Haine, La) (1995)",18,3.5
1501,To Be or Not to Be (1942),18,3.611111111111111
705,"House of Yes, The (1997)",18,3.0
1212,Ready to Wear (Pret-A-Porter) (1994),18,1.8333333333333333
752,"Inspector General, The (1949)",18,3.7222222222222223
523,Firestorm (1998),18,2.8333333333333335
910,M. Butterfly (1993),18,3.2222222222222223
593,"Getaway, The (1994)",18,2.3333333333333335
1480,Thirty-Two Short Films About Glenn Gould (1993),18,3.9444444444444446
735,In the Army Now (1994),18,2.2777777777777777
769,Jade (1995),17,2.2941176470588234
920,Madonna: Truth or Dare (1991),17,2.4705882352941178
1245,"Road to Wellville, The (1994)",17,2.2941176470588234
726,I'm Not Rappaport (1996),17,3.0
1421,"Stupids, The (1996)",17,2.0
1024,Mute Witness (1994),17,2.9411764705882355
167,"Big Blue, The (Grand bleu, Le) (1988)",17,3.235294117647059
1313,Shall We Dance? (1937),17,3.7058823529411766
499,Farinelli: il castrato (1994),17,3.1176470588235294
1443,Switchback (1997),17,2.823529411764706
1128,Party Girl (1995),16,2.875
868,Little Big League (1994),16,2.875
1296,Selena (1997),16,3.625
686,Highlander III: The Sorcerer (1994),16,2.125
736,In the Bleak Midwinter (1995),16,3.6875
151,"Believers, The (1987)",16,2.25
1619,When the Cats Away (Chacun cherche son chat) (1996),16,3.5625
130,Bastard Out of Carolina (1996),16,2.875
254,Cabin Boy (1994),16,2.5625
121,Balto (1995),16,3.0
1420,Stuart Saves His Family (1995),16,2.125
479,Exit to Eden (1994),16,2.75
119,Bad Taste (1987),16,3.375
379,Dark City (1998),16,3.5
1591,Waiting to Exhale (1995),16,2.5
775,Jaws 3-D (1983),16,1.9375
581,Gang Related (1997),16,2.6875
1265,"Ruling Class, The (1972)",16,3.875
33,"Air Up There, The (1994)",16,2.8125
386,"Daytrippers, The (1996)",15,3.6666666666666665
1179,Princess Caraboo (1994),15,3.1333333333333333
661,"Haunted World of Edward D. Wood Jr., The (1995)",15,3.7333333333333334
1103,One Night Stand (1997),15,3.466666666666667
46,All Dogs Go to Heaven 2 (1996),15,1.8666666666666667
970,Miami Rhapsody (1995),15,2.6
213,Boxing Helena (1993),15,2.2
1237,"Rich Man's Wife, The (1996)",15,2.4
548,Foreign Correspondent (1940),15,3.8666666666666667
654,Hard Eight (1996),15,4.0
91,April Fool's Day (1986),15,2.6666666666666665
1600,"War, The (1994)",15,3.2666666666666666
1012,Mrs. Dalloway (1997),15,3.6
989,Mixed Nuts (1994),15,2.533333333333333
320,Cobb (1994),15,2.8
284,Celtic Pride (1996),15,2.2
586,"Gay Divorcee, The (1934)",15,3.8666666666666667
325,Color of Night (1994),15,2.7333333333333334
1647,"Women, The (1939)",15,3.6666666666666665
252,"Bye Bye, Love (1995)",15,3.1333333333333333
556,Foxfire (1996),15,2.933333333333333
611,Go Fish (1994),15,3.2
799,Jury Duty (1995),14,2.0
1508,To Live (Huozhe) (1994),14,3.7857142857142856
1136,"Perez Family, The (1995)",14,2.642857142857143
64,Amityville II: The Possession (1982),14,1.6428571428571428
1630,Wild Reeds (1994),14,3.142857142857143
78,Angus (1995),14,2.642857142857143
398,Deep Rising (1998),14,2.4285714285714284
168,Big Bully (1996),14,1.8571428571428572
169,"Big Green, The (1995)",14,2.5
222,Braindead (1992),14,3.857142857142857
702,"Hour of the Pig, The (1993)",14,3.5714285714285716
537,Fluke (1995),14,2.4285714285714284
1117,Palmetto (1998),14,3.142857142857143
543,For Richer or Poorer (1997),14,2.4285714285714284
38,Alaska (1996),13,2.6923076923076925
1642,Withnail and I (1987),13,3.230769230769231
1161,Poison Ivy II (1995),13,2.1538461538461537
1143,Phantoms (1998),13,2.230769230769231
808,Kicking and Screaming (1995),13,2.923076923076923
1526,Traveller (1997),13,3.3076923076923075
916,Mad Love (1995),13,2.1538461538461537
429,Double Team (1997),13,2.230769230769231
1220,"Red Firecracker, Green Firecracker (1994)",13,3.4615384615384617
939,Manny & Lo (1996),13,3.1538461538461537
374,Dangerous Beauty (1998),13,3.769230769230769
942,"Mark of Zorro, The (1940)",13,3.6153846153846154
340,Cops and Robbersons (1994),13,2.3076923076923075
1271,Safe (1995),13,4.0
1177,Primary Colors (1998),13,3.923076923076923
272,Carrington (1995),13,3.230769230769231
1258,Roommates (1995),13,3.230769230769231
1118,Palookaville (1996),13,2.923076923076923
1453,"Tango Lesson, The (1997)",13,3.3846153846153846
1444,Switchblade Sisters (1975),13,3.230769230769231
1457,Telling Lies in America (1997),13,3.230769230769231
218,"Boys of St. Vincent, The (1993)",13,3.3846153846153846
201,Body Parts (1991),13,1.6153846153846154
673,Heavyweights (1994),13,2.1538461538461537
675,Heidi Fleiss: Hollywood Madam (1995) ,13,2.6923076923076925
1388,"Star Maker, The (Uomo delle stelle, L') (1995)",12,3.1666666666666665
1320,Shiloh (1997),12,2.8333333333333335
1115,"Pagemaster, The (1994)",12,2.25
1283,"Scout, The (1994)",12,2.6666666666666665
1203,Radioland Murders (1994),12,3.3333333333333335
1384,Stalingrad (1993),12,3.1666666666666665
1353,Solo (1996),12,1.8333333333333333
894,Love & Human Remains (1993),12,3.1666666666666665
1049,"NeverEnding Story III, The (1994)",12,2.1666666666666665
196,Blue Sky (1994),12,3.4166666666666665
1007,Mr. Magoo (1997),12,1.9166666666666667
1628,Wild Bill (1995),12,2.5
227,Bread and Chocolate (Pane e cioccolata) (1973),12,3.1666666666666665
1512,Tom and Huck (1995),12,3.1666666666666665
888,Losing Isaiah (1995),12,3.0
542,For Love or Money (1993),12,2.8333333333333335
552,Four Days in September (1997),12,3.75
102,Audrey Rose (1977),12,2.1666666666666665
497,"Farewell to Arms, A (1932)",12,3.8333333333333335
871,Little Lord Fauntleroy (1936),12,3.1666666666666665
1417,Striking Distance (1993),12,2.5833333333333335
895,Love Affair (1994),12,2.8333333333333335
1422,SubUrbia (1997),12,3.6666666666666665
1475,"Thin Line Between Love and Hate, A (1996)",12,2.4166666666666665
932,"Man in the Iron Mask, The (1998)",12,3.4166666666666665
49,Alphaville (1965),12,3.3333333333333335
1573,Vampire in Brooklyn (1995),12,1.8333333333333333
392,Dear God (1996),12,2.5
1569,Unzipped (1995),11,3.5454545454545454
678,Herbie Rides Again (1974),11,2.272727272727273
1250,Robocop 3 (1993),11,1.7272727272727273
271,Carried Away (1996),11,3.0
350,Critical Care (1997),11,3.090909090909091
977,Mighty Morphin Power Rangers: The Movie (1995),11,2.272727272727273
486,Fair Game (1995),11,2.1818181818181817
1466,That Old Feeling (1997),11,3.3636363636363638
381,"Davy Crockett, King of the Wild Frontier (1955)",11,2.909090909090909
1535,"Truman Show, The (1998)",11,2.909090909090909
617,Gone Fishin' (1997),11,1.8181818181818181
22,"Addiction, The (1995)",11,2.1818181818181817
1026,My Crazy Life (Mi vida loca) (1993),11,3.1818181818181817
1631,Wild Things (1998),11,2.727272727272727
53,American Buffalo (1996),11,2.6363636363636362
1413,Strawberry and Chocolate (Fresa y chocolate) (1993),11,3.272727272727273
1385,Stalker (1979),11,3.5454545454545454
1434,Surviving the Game (1994),11,2.4545454545454546
1427,"Sum of Us, The (1994)",11,3.5454545454545454
559,Free Willy 2: The Adventure Home (1995),11,2.1818181818181817
872,Little Odessa (1994),10,2.6
614,Gold Diggers: The Secret of Bear Mountain (1995),10,3.1
511,Fear of a Black Hat (1993),10,3.2
864,Lightning Jack (1994),10,3.0
1566,Unhook the Stars (1996),10,2.5
458,"Endless Summer 2, The (1994)",10,2.5
903,Love in the Afternoon (1957),10,3.9
488,Faithful (1996),10,3.3
564,Fresh (1994),10,4.1
1601,Warriors of Virtue (1997),10,3.0
906,"Low Down Dirty Shame, A (1994)",10,2.5
743,Incognito (1997),10,3.5
725,I'll Do Anything (1994),10,2.6
52,"Amazing Panda Adventure, The (1995)",10,2.8
1165,Ponette (1996),10,3.3
1649,Wonderland (1997),10,3.2
1648,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",10,4.0
1331,"Simple Twist of Fate, A (1994)",10,3.2
110,"Baby-Sitters Club, The (1995)",10,2.5
1324,Shooting Fish (1997),10,2.5
723,I Love Trouble (1994),10,2.5
